doc_text,image2text,speech2text
Сколько вас с таким лицом? @artemvinokur e you,rig,"Раньше круто, раньше не было психотерапевтов, к ним не надо было идти, они сами тебя на улицу находили. Просто стоишь, куда мужик подошел, вот это погодка, блядя. Ты ему говоришь, а меня отчим изнасиловал, все давай. Не, я вот на месте психотерапевтов по паркам Москвы прошел, все там сидят, все вот с этим взглядом люди."
"Кончайте , девочки, кончайте.. Со мной шутить… 😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜 #натальяпопова #вызов #тнт #вологда #кончайтедевочкикончайте",3,ну ну что селянки поехали кончайте по деревне кончайте меня будить усы кончайте девочки кончайте со мной музыкальное сопровождение в кончайте кончайте
"Пока мы ждём финальную серию «Игры в правду», предлагаю вам выбрать лучший образ сезона)",( winlin о,
"До скорой встречи, мой любимый Питер!  12.08.24. #RoofPlace  #АртурПирожков #концерт #❤️",12: августа rq q 20:00 p l а се альфа банк н*в & радио артур пирожков арт лаиф 6+ все билеты rassir.ru,
Саша Муратова @sasha_iz_elektrostali про счастливых людей 🥳   «Женский стендап» в субботу в 23:00 на ТНТ,"l 7 ну, и я, честно, я до сих пор не знаю","Ну, я честно, я до сих пор не знаю, это моё внутреннее, самостоятельное решение купить квартиру или извне навязанное, вы не обращали внимания, что от нас от всех с детства все постоянно чего-то хотят. Всегда. Я вот думала, почему так, и извините, сейчас здесь кого-то расстрою, я нашла ответ на этот вопрос. Смотрите, нас всех, никого, с детства не учили быть счастливыми. Нас всех всегда учили быть нормальными. То есть, как все. Как будто у каждого из нас с вами в жизни должна быть обязательно одна какая-то хрень, которая, капец, как мешает нам всем счастливо жить. Там дети, ипотека, и все, и все это нет, и ты говоришь, ну хоть мужика секунд найди. А то ты что-то все время улыбаешь. Серьезно, аж даже улыбаться просто так не принят. У нас поговорка есть, смех без причин — признак дурачины. У нас, прикиньте, в России без повода просят улыбнуться в одном случае, чтобы подтвердить инсульт."
"Вы можете выиграть сертификат  на 10000 р. (победителя будет 3)  Механика конкурса: -быть подписанными на аккаунт @naomisushi.moscow и мой -Отметить в комментариях друга, с которым бы хотел вместе поесть суши. Больше комментариев = больше шансов выиграть.  -10 августа при помощи рандомайзера мы выберем 3-х победителей и подарим им сертификаты от Наоми",,"А приготовишь роллы? Может закажем? Сегодня я заказал мои любимые наоми суши. Просто посмотрите, насколько они роскошные. Я всегда беру сет лососей, сет тунец. В этот раз решили еще попробовать устрицы с тремя видами икры. В заказе всегда есть фирменные палочки и много соусов. Вместе с наоми мы запускаем конкурс, в котором вы можете выиграть депозит на 10 тысяч рублей. Читайте подробности в описании и участвуйте. А также до конца августа по промокоду ANTON вы получаете скидку 10% на любой заказ."
"Опубликован комментарий к записи: https://vk.com/wall-211026215_328277  [id528693859|฀฀], 🩵🩵🩵",,
"Новый выпуск 💔   https://vk.com/wall-218471746_16298  Новый выпуск ""Ну мам!"". Эксклюзивно в VK Видео!🔥    У нас в гостях Самвел Гиновян с отцом Ашотом. Обсудим вечные темы и даже немножко споём. Всё по-семейному, тепло и уютно. [club220952868|Карина Мейханаджян] со своей мамой Анаит найдут ответ на любой вопрос, а прийти на съёмки и задать его может каждый. Приятного просмотра!👇",,
"Какой полезный подкаст получился у нас со Сбером!!! Отлично поболтали с Марией Букановой, экспертом Сбера по развитию финансовой грамотности детей и молодежи и Марией Командной, журналистом и предпринимателем.  Обсудили детей и деньги, финансовую грамотность и как вырастить успешного ребёнка.  При том, что я очень прошарена в теме детской финансовой грамотности, я знала не про всё! Очень интересно было послушать и для моих мальчишек применить. Я со своей стороны рассказала, как у наших детей дела с финансовой грамотностью.  Максимально чётко, структурно, по делу: 💰когда начинать давать карманные деньги и сколько (по возрастам); 💰платить ли за оценки и помощь по дому; 💰как вырастить финансово грамотного ребенка, как самим стать более грамотными; 💰что это вообще такое «финансовая грамотность»; 💰и что мы понимаем под фразой «успешный ребёнок».  Переходите и смотрите прямо сейчас. Очень полезная информация для всех родителей, начиная буквально лет с трёх и до … пока дети от вас не съедут)) в свою квартиру 👌🏻",деньги ~ это прекрасно! это замечательно! erid: 2$dnidt2n98. реклама. пао сбер на осуществление банковских операци лицензия банка россии 15 г. огрн 1027700132195,"Это прекрасно, это замечательно! Больше себе игрушек не куплю Есть излишняя самоуверенность и финансовая грамотность, когда ты считаешь, что достиг уже определенных высот А курс рубля, он от чего зависит? Началось Как объяснить ребёнку экологично, что 25-я игрушка уже куплена не будет? К середине недели они понимают, что деньги кончились, а кушать хочется"
Главная проблема юношеского футбола в глубинках России? Главный «пихач» в раздевалке за всю карьеру?   Матвей Кисляк во втором выпуске «Молодого Подкаста» рассказал Эду и Роме Нагучеву весь свой путь к основе ЦСКА.   Завариваем чай и смотрим лучшую рубрику в Нашем футболе ⚽️,"- цско титую! , ве userries","Ты забил свой первый гол за ЦСКА в день рождения. Да. Это было год назад. Прикольно, так можно сказать. Ощущение нравится. Двор как раз-таки, он дает тебе максимальное количество касаний мяча. Вообще сейчас все замечательно. Раньше такого не было. Раньше, куда мяч кинут, там будешь играть. Ты прямо изучаешь? Ты хочешь быть тренером? Ну, вообще, да, в будущем. Я думал просто, с кем я играл, почему я тогда это не осознал. Кто это вообще? Кто ты? Ты что-то по голове говоришь. Что-то я сейчас в футбол пришел доиграть, думаю. У меня есть ощущение, что в новом сезоне ты будешь играть где-то в другом месте. Я готов, да, сыграть где меня, в принципе, тренер увидит. Да, как их называли там, собаки, может, я не знаю, как их называли в простонародье так."
"По большому секрету, никому не говорите.  Но у «Формулы преступления» настолько образованная и крепкая фанбаза, что художники грима и костюма, декораторы обращаются к фанатам за вдохновением и полезной информацией. Представляете?  А директ давно лопнул от «ждем продолжения» Снимаем 👌#формулапреступления",/ 5 lou,
Умеете правильно спорить? #юмор #шутка #стендап #психология,как спорить с женщиной ?,"Оказалось, что я даже спорю неправильно. Она говорит, высказывай всё через «я», используй «я-послание». А как? Нельзя сказать «я». Иди на х**."
"Как пережить поражение любимой команды?  PARI представила антистресс-игру для любителей футбола  Новый сезон уже стартовал, РПЛ и ФНЛ – длинные и сложные турниры, в которых практически неизбежны неудачи.  На специальном сайте болельщики смогут отвлечься, лопая знакомую всем с детства пупырку, и успокоиться после неудачи любимой команды, слушая расслабляющую музыку.  А еще можно будет заработать фрибеты! 👇  📌Заходи в приложение  📌Лопай пупырку и заполняй шкалу релакса 📌Получай фрибеты  Каждый тур все клики фанатов будут объединяться в одну копилку:  🚀 5 млн кликов – 500 тыс. фрибетов 🚀 10 млн кликов – 1 млн фрибетов  🚀 15 млн кликов – 1,5 млн фрибетов  Позже разделим призы между 1000 самыми активными игроками 🏅  Смотри футбольные турниры, болей за свою команду, лопай пупырку и получай фрибеты от PARI! 👀",,
"Сегодня день рождения Матвея Кисляка и этот выпуск Молодого подкаста мы готовили как подарок юному армейцу.   Ровно год назад он дебютировал за ЦСКА и забил первый гол. А теперь он свободно рассуждает о жизни, о Гвардиоле и Кройфе, и точно знает, что хотел бы стать тренером, а ведь ему только что исполнилось 19 лет.   Клик, чтобы получить удовольствие от взрослого разговора с юношей. Абсолютное открытие!  https://youtu.be/V4ywWqjkgm8?si=BP4Zt4z4zj2m7Y3l  П КИСЛЯК: МАТЧ ПРОТИВ МАТЕУСА, ИГРЫ В БРАЗИЛИИ И МЕЧТА СТАТЬ ТРЕНЕРОМ | МОЛОДОЙ ПОДКАСТ #2 Матвей Кисляк рассказал Эду и Нагучеву про свою футбольную карьеру. Второй выпуск МОЛОДОГО ПОДКАСТА с восходящей звездой ЦСКА.  Детство в Старом Осколе и соседство с Емельяненко, матч против легенд футбола перед стартом ЧМ-2018, посещение футбольного места силы в Бразилии.   Телега Нагучева: https://t.me/offearth Телега Эда: https://t.me/ededik Ютуб-канал Эда: https://www.youtube.com/@edams19  Следите за ЮФЛ и МФЛ в наших соцсетях и на сайте 👇  Сайт: https://yflrussia.ru ЮФЛ в ВК, а также обзоры, интервью и записи игр тут: https://vk.com/yflrussia МФЛ в ВК, а также обзоры, интервью и записи игр тут: https://vk.com/mflrussia Telegram ЮФЛ: https://t.me/yflrussia Telegram МФЛ: https://t.me/mflrussia Дзен: https://dzen.ru/yfl 🔗 https://youtu.be/V4ywWqjkgm8?si=BP4Zt4z4zj2m7Y3l",цско 78 и 7 матвей киспяк мополои поскаст,
"В ЧЕМ СОЛЬ БАЗОВОГО КУРСА «ОРАКУЛ ЛЕНОРМАН»   Мои Волшебные ✨   Хотите научиться правильно понимать послания от карт, а также не потеряться в многократных версиях трактовок каждой карты и выбрать правильную под свой запрос? 🃏   Чтобы ваш путь в изучении такого прекрасного мантического инструмента проходил гладко и вы с легкостью отвечали на любой вопрос, я приглашаю вас на Базовый курс «Оракул Ленорман» 🔥 там я, как ваш наставник, помогу вам не потеряться 🫶   В традиционном небольшом подкасте рассказал подробнее 🎙️ обязательно послушайте!   А вы часто путаетесь в большом количестве трактовок на одну карту? ⬇️  Голосовое сообщение",,"В чём соль, суть, перчинка, вишенка, изюминка, курага в шоколаде, зефир в мармеладе. Базового курса по оракулу Ленорман, да, казалось бы, всё, Алексей 500 раз им сказал, Ленорман такой простой, сами взяли и пошли. Да, сами взяли и пошли. Но есть одно но, что у большинства карт Ленорман есть несколько вариантов трактовок. Например, выпадает карта ребёнок, и мы не понимаем, это про внутреннее эго состояние, человек, мужчина, допустим, ведёт себя как ребёнок, или у этого мужчины есть ребёнок. И вот суть и соль базового курса, платного полноценного курса Поли Норман в том, что, во-первых, мы пройдём все значения, плюс ещё магические значения каждого, каждого абсолютно, хочу сказать, аркана, каждой карты оракула Ленорман, мы изучим разные конфигурации раскладов, помимо этого я дам самую главную свою рабочую сильную фишку в оракуле Ленорман. Это умение выбрать верный вариант трактовки под вопрос. И на видеозаписи курса, на конкретных примерах, в том числе это будет разобрано. Поэтому если хотим не теряться в догадках, что же та или иная карта обозначает, и хотим сократить свой путь к успеху, а наставник, да, он что делает? Он сокращает путь к успеху. Соответственно, если мы этого хотим, сократить путь к успеху и не запутаться в вариантах трактовки, тогда однозначно идем на полный базовый платный курс по оракуле Ленорман, где все секретные фишки оракула я раскрою и покажу их на практике."
"Друзья, новый выпуск подкаста с Наилем Якуповым.  Здесь много про драфт, его обратную сторону и как с этим справиться в одиночку.  Большой и искренний разговор, который заново открывает Наиля, как личность.  Велком!",,
Match_TV https://t.me/Match_TV/94360    «Балтика» против «Уфы». Вечер пятницы проведем с лучшей лигой 😍  Обе команды хотят вернуться в МИР РПЛ. Настало время снова сражаться за свою мечту. Увидишь встречу в 20:10 на Матч ТВ  🎙️ Дмитрий Жичкин  @Match_TV,мач | х | балтика ефе нов / ере ом ба балтика уфа 26 июля 20:10 комментатор: дмитрий жичкин,
"Не понимаю, почему «Локомотив» до сих пор не сделал коллабу с этими ребятами. Или хотя бы могли позвать их выступить перед каким-нибудь матчем. Суперпопулярная и актуальная песня про поезда, что еще нужно.   Последнюю коллабу «Локо» и песни про поезд помню, когда Дзюба в караоке пел про поезд на Ленинград  https://youtu.be/6xmhHWpJUFg?si=coPD7LmBukNmipnw  П Поезда Provided to YouTube by ONErpm  Поезда · Женя Трофимов · Комната культуры · Трофимов Евгений Игоревич  Поезда  ℗ Lotus Music  Released on: 2023-11-28  Auto-generated by YouTube. 🔗 https://youtu.be/6xmhHWpJUFg?si=coPD7LmBukNmipnw","комна , «ультурь/ женя т рофимов поезда",
КАКАЯ КАРТА УКАЖЕТ НА МАСИКА? 🥰  🎁🔥 РАСПРОДАЖА КУРСА «ОРАКУЛ ЛЕНОРМАН. БАЗОВЫЙ КУРС» В РАССРОЧКУ 👉🏻 http://alexeygrishin.com/lenorman_base  Прикреплённые ссылки: 🔗 http://alexeygrishin.com/lenorman_base,,
КАКАЯ КАРТА УКАЖЕТ НА МАСИКА? 🥰  🎁🔥 РАСПРОДАЖА КУРСА «ОРАКУЛ ЛЕНОРМАН. БАЗОВЫЙ КУРС» В РАССРОЧКУ 👉🏻 http://alexeygrishin.com/lenorman_base,масик это ..,"Масик это нееба** А какая карта будет подсказывать современное значение? Масик, Штрих, Скуф? Давай попробуем, кто у нас первый? Давай начнем с Масика Кто это у нас? Масик это классный, здоровый, адекватный парень, который готов к отношениям, к развитию То есть короче в норме он Нееба** Да Тогда в Оракуле Ленорман Масика будет символизировать карта мужчины В картах второго Масик это император, четвертый старший Аркадий Ну или любой из королей"
КАКАЯ КАРТА УКАЖЕТ НА МАСИКА? 🥰  Хотите попасть на мой бесплатный марафон «Оракул Ленорман за 3 секунды»? Напишите мне в direct или в комментариях к этому Reels слово – ОРАКУЛ.,масик это,"Масик это... Не еб... ...а... ...а... А какая карта будет подсказывать вот это современное значение? Масик, Штрихс, Клуб? Давай попробуем, кто у нас первый? Давай начнем с Масика. Кто это у нас? Масик это классный, здоровый, адекватный парень, который готов к отношениям, к развитию. То есть короче, в норме он? Не еб... ...а... ...а... ...а... ...а... ...а... Тогда в Оракуле Ленорман Масика будет символизировать карту мужчины. Угу. В картах второ, Масик это император, четвертый старший Аркадий. Угу. Ну или любой из королей. Мои волшебные, хотите научиться за 3 секунды получать ответы на любые свои вопросы с помощью карт? Если да, я жду вас на своем бесплатном марафоне Оракул Ленорман за 3 секунды. Кстати, вы участникам очень просто. Напишите в комментариях под этим видео слово Оракул."
"Раз! Раз! Раз, два,..@bivium_sportwear",9,
Сегодня (26.07) премьера в 18.00 (мск) - долгожданный выпуск с [id1868874|Евгений Егоров]   https://youtu.be/a4HBdcgpjzI?si=kRUzKulyQ2GP_8fp,,
"Мы все очень ждали этой встречи и, наконец, у меня в гостях мой замечательный, нежно обожаемый друг, талантливый певец (Солист группы ""Эпидемия"", ""Forced United"", проекта ""EGOROV""), актер мюзиклов - Евгений Егоров @egorovru!  В рамках выпуска ""Хочу сам"", Женя приготовил, а я поделилась с вами приготовлением самого лучшего, легкого летнего торта (без глютена и без сливочного масла) с земляникой. А так же на протяжении всего видео Женя отвечает на ваши вопросы, которые вы для него оставили в моих соц сетях.   Выпуск получился таким интересным, веселым, а самое главное - вкусным. Ждем вас в гости на моем каналес чашечкой ароматного чая, а так же мы с Женей настоятельно рекомендуем вам - печь неистово вместе с нами!  https://youtu.be/a4HBdcgpjzI?si=PMSifjh8JaxCucZ4",беский 1 (гороб у бочу «am!,
"Самый частый вопрос - «Анна, где вы купили то самое платье?» Отвечаю: - «на OZON, и даже время в пробках и душных примерочных не тратила».   Сохраняй артикулы:  1575303681 лавандовое платье для романтического свидания  1603782637 платье в цветочек - попить ароматный чай на веранде с подругой  1579186698 роскошное черное платье для пляжной вечеринки  1566787914 яркая фуксия для летнего ужина на веранде  1525622725 очень удачное платье, круто смотрится, как с каблуками, так и с комфортными кедами   Тем более, что до 30 июля на @ozonru Большая распродажа одежды с выгодными ценами, широким ассортиментом и удобной доставкой домой или в пункт выдачи 💙  Реклама. ООО «Интернет Решения», 123112, г. Москва, Пресненская наб., д. 10 эт. 41 пом I, комн. 6; ОГРН 1027739244741, erid: LjN8Jy1q7",ozon j s !,
"ЗАВТРА ТРЕТИЙ ЭФИР   Мои Волшебные ✨   Обожаю Вашу обратную связь 😍 спасибо каждому из вас за вашу вовлеченность и отдачу на наших вебинарах! А самое главное - это то, что вы делаете все по моим рекомендациям, и это работает ⚡️  А уже завтра, 27 июля, в 12:00 я проведу третий прямой эфир в рамках нашего бесплатного марафона «Ленорман за 3 секунды» 🔥 мы будем делать живые разборы ❤️   Пишите в комментариях, как вам наш марафон? Что думаете? Все ли выполняют задания? ⬇️","13: 57 :9 . lte (70 назад 7 комментариев @ 163 13:36 начало обсуждения mary завтра в 12:00? 13:о ирина 41387 : вебинар супер) я параллельно сделала своим знакомым расклад на блоки. и все совпало. они в восторге 13 : 42 olga markina ; благодарю за эфир пошла применять фишечки )))) 13:43 alla poliaruch благодарю за повтор,тк работала!! l а 13: 45 натали щетинина эфир огонь. очень интересно и доступным языком. 13: 45 виктория алексей, харизма огонь. информации 5% зазыв на курс. ну это и понятно. 13 :49 анна матвеева|инструктор/ х к сожалению на эфир не попала, но курс купила ждала и готовилась!!! очень хотела к вам на обучение!!! да, и получила от вас, алексей, волшебный бокс с вашим автографом!!! 13 :54 @ анонимное сообщение",
"Не знаю, станет ли олимпиада во Франции худшей, но пока что вот она - самая худшая олимпиада за все года.  #дедищев #вернидубов #германский #плюс #минус #интересно #олимпиада #комюнити #reels",18 из 32 участников не добрались до финиша и были госпитализированы с тепловым ударом и обезвоживанием «82 7 1 х 38 ` х 20] (1,восемнадцать из тридцати двух участников не добрались до финиша и были госпитализированы с тепловым ударом и обезвоживанием но были и те кто смог пройти этот путь до конца феликс карвахаль прикольный тип кубинский почтальон но чтобы доставить письмо лично пересек всю кубу пешком шел вот такой тип он долго копил деньги на олимпиаду но прибыв в новый орлеан проект все вообще и поэтому пришлось добираться до соседнего штата пешком он закатал рубашку обрезал свои брюки вот эти и бежал просто в рабочих тяжелых ботинках и лентау таун ян прибыл сенцу из не на олимпиаду а на реконструкцию англо бурской войны на потешную войну где дважды в день изображал бурского гонца собственно он и был на самом деле бурским гонцом после завершившейся этой бурской войны в тысяча девятьсот втором году это единственный тип который гулял и ботинках мне почтальонка без понравиться почтальон да начнем наш марафон на старт внимание с богом итак первая лента аутовнян отличный старт он вышел заметно вырвался вперед держал уверенное лидерство до семнадцатого километра несмотря на отсутствие подготовки обуви пока не встречает по пути сами бродячих собак это ульяну приходится по кукурузным полям целых тридцать минут убегать от этих собак пока он обратно не вышел на свой рубеж и не добежал до финиша
"Опубликован комментарий к записи: https://vk.com/wall-211026215_328277  [id694394541|Юлия], 😍😍😍",,
"На ночь глядя, расскажу вам, что подарить ребенку.  Конечно же, книгу «Регина-путешественница спасает Австралию»🌏🦘  Почему?  🔵Увлекательный сюжет, захватывающее путешествие в далекие страны.  🟢Красивые иллюстрации. Каждая страница — это произведение искусства (не меньше!). Дети с удовольствием рассматривают каждую картинку.   🟢Высокое качество. Книга очень приятна на ощупь, будет радовать вашего ребенка долгое время.  🟢Проверено отзывами! Многие читатели уже в восторге. Присоединяйтесь к ним и убедитесь сами.  Подарите своему (или чужому 🙃) ребенку не просто книгу, а целый мир приключений и знаний! 🌟  Купить здесь.",,
"Ребята друзья их матери дети и отчимы. Тк я снимаюсь в разных кино и сериалах до ноября, концертов и выступлений не будет именно до ноября.  Потом начну готовиться к туру - 2025 и пойдут проверки. 🎤♥️  А пока я тут и скоро «Токсики».   Всем Мир, Любовь и ФартуМасти.",,
"💥 Мы снова играем в Кубке России!  Будет большой праздник и большая игра! Барнаул, все на футбол! ⚽️  Подробности тут ⤵️ https://vk.com/wall-197267758_29954  Прикреплённые ссылки: 🔗 https://vk.com/wall-197267758_29954",fonвет сезон-2024/2025 путь регионов. первый раунд [1256] } темп динямо 5 прос 3] июля 3024 r. билеты на barnaul.kassy.ru 19:00 1 «ли 17 :30 ~ развлекательная п грам ма fonвет galaxy b . 022~ б,
Отзыв от Юлианны🙏🏻🩷  🎁🔥 РАСПРОДАЖА КУРСА «ОРАКУЛ ЛЕНОРМАН. БАЗОВЫЙ КУРС» В РАССРОЧКУ 👉🏻 http://alexeygrishin.com/lenorman_base  *Деятельность компании Meta запрещена на территории Российской Федерации и признана экстремистской.  Прикреплённые ссылки: 🔗 http://alexeygrishin.com/lenorman_base,,
"Таро-прогноз на 26 Июля – Тройка Жезлов.   🔮 Совет: Тройка Жезлов – карта роста, стабильности и успеха. Чего бы не касался вопрос – личных отношений, карьеры, духовного роста – эта карта советует продолжать двигаться вперед, выходить за пределы нынешних границ. По этой карте идут вдохновение и реализация идей, они обретают форму и получают направление. Она обещает благополучный исход дела.   💰 Деньги: Стабильное положение и дальнейшее процветание. Успешное решение вопросов. Прекрасные возможности для дальнейшего улучшения ситуации. Финансовые успехи благодаря разумному поведению. Тройка Жезлов  означает коммерческий успех, и вообще показывает человека, занимающего прочное положение и имеющего надежный тыл.   🩷 Любовь: Тройка Жезлов – та карта, которая традиционно считается залогом счастья. Она говорит, что печали и неприятности останутся позади, раскрываются все возможности для построения благополучной жизни, а в отношениях все будет хорошо. Весеннее настроение и сексуальная гармония.  🎁🔥 РАСПРОДАЖА КУРСА «ОРАКУЛ ЛЕНОРМАН. БАЗОВЫЙ КУРС» В РАССРОЧКУ 👉🏻 http://alexeygrishin.com/lenorman_base",,моя волшебная всем привет желаю прекрасного дня и давайте начнем его с вашей самой любимой рубрики конечно же с карты дня мои волшебные всем привет ну что давайте заглянем в карту сегодняшнего дня и это тройка жезлов подробное описание которой я уже разместил в своем официальном телеграм канале по ссылке в этой истории
Отзыв от Юлианны🙏🏻🩷  🎁🔥 РАСПРОДАЖА КУРСА «ОРАКУЛ ЛЕНОРМАН. БАЗОВЫЙ КУРС» В РАССРОЧКУ 👉🏻 http://alexeygrishin.com/lenorman_base  *Деятельность компании Meta запрещена на территории Российской Федерации и признана экстремистской.,"меня зовут юлиана,","Меня зовут Юлиана, я из Москвы. Как вы познакомились с Алексеем? Как давно это было? Мне кажется, года 4- 5 назад. Просто в Инстаграме увидела в ленте. Зашла на Инстаграм, увидела, что он там пишет, подписалась. Потом зашла на сайт. Торо, по-моему, с нуля было. И я пошла на этот курс, и после этого всё. Надолго. Прекрасно. А подскажите, вы помимо Торо какие-то ещё курсы проходили? Да, проходила Ленарман, метафорические карты, всё такое. А как вообще изучение курсов повлияло на вашу жизнь? Может быть, деньги, отношения, ещё что-то? Есть какие-то изменения? Да, колоссальные. Вообще я зашла из-за того, что Алексей психолог сам по образованию. Я тоже психолог. И когда я посмотрела с точки зрения психологии, послушала, что он говорит. Я очень обожаю Юнга. И если бы не было этого, если бы не было у него профессионального образования, возможно, я бы вообще не зашла туда. Я зашла и влюбилась в карты. И в моей жизни, благодаря Алексею, я была у него на очных встречах. И мы так общались. Очень колоссально много вообще, что в моей жизни поменялось. И в плане денег я вышла на более уровень заработной платы. И карьеры, и личной жизни. Ну, я не знаю, это можно бесконечно говорить. И там в отношениях с семьёй, с родителями, с сыном. Ну, всё благодаря только Лёше."
"3 навыка, которые могут вам стать успешным телеведущим: 1. Работа со сценарием 2. Работа с наушником 3. работа с партнером Отработав все вышеперечисленное, меня пригласили стать ведущей крупного международного фестиваля @dream.musicfest в Баку❤️.  Благодарю зрителей и организаторов за этот первый шикарный день фестиваля! Дальше еще марафон из 3х потрясающих концертов с уникальными артистами! Я отплясывала как сумасшедшая под #KMaro , а еще успела сфоткаться с ним 🫣. Он очень попросил 🤣(шутка) Безумно красивое платье от азербайджанского бренда @nt.couture.brand 😍 @ntvru @eminofficial @seabreezeresortbaku",i ! ; i,
Каждый сезон Александр раздает 🔥🔥🔥  https://t.me/water_match/2734  П Водный Матч! Не только в футболе огненные флеш-интервью 🔥🔥🔥  😤 Александр Степанов после победы на финале Кубка России выдал целую подборку топовых фраз!  Выбирайте вашу любимую:  1. «Результат мусорный» 2. «Вы мои 400 видели? Вот за это меня уважают» 3. «Кто-то из зрителей на меня навел порчу»  @water_match 🔗 http://t.me/water_match/2734,r маш -иб матч; степанов назвал победный результат мусорным й...,"Александр Степанов у нас в эфире. Александр, с долгожданной победой можно поздравить вас. Да, спасибо. Результат, как бы понявше сказать, мусорный. Ну, вчера мы 400 видели. Вот за это меня уважают, за вчерашнее 400. 4.04. 400 вообще не очень сложилось, мягко говоря. Да, я думаю, кто-то из зрителей навел на меня порчу, да ведь? Потому что уже третий старт подряд, я прямо перед соревнованиями заболеваю. Какая-то невезучая у меня идет линия. Ну, а сейчас вот этой победой я надеюсь, что эту порчу, я хотя не уверена, что она есть, но тем не менее, сняли, я в этом уверена, а вы? Я нет, слишком тяжело мне удалось. Мучился все 800 ради 7.53. Ну ладно, конец сезона, грубо говоря. Еле как доковылял. И на том спасибо. Как будете отдыхать? Лучше тут не буду говорить. Буду активно, активно... Отдыхать? Отдыхать. Желаем вам активного и прекрасного отдыха, восстановления и, конечно же, здоровья. Как всегда, честный, искренний и интересный Александр Степанов."
"«Смешно, когда меня черт-те кто учит родину любить». А что делает Губерниев впервые без Олимпиады  Подробнее: https://smms.ac/MJV5",,
"Дмитрий Губерниев: «Когда меня черт-те кто учит родину любить, мне хочется посмеяться. Они просто пытаются обратить на себя внимание начальства. Идите в жопу с такой любовью!»  Подробнее: https://smms.ac/kMwH",,
"Дмитрий Губерниев: «Французам надо поучиться у России, как проводить Олимпийские игры»   Ведущий и комментатор Матч ТВ прокомментировал беспорядки на футбольном матче олимпийского турнира в Париже:  «Французам непросто, конечно, но такие элементарные вещи, как безопасность зрителей и участников Олимпиады, нужно обеспечивать. Лучшие люди по проведению соревнований – это россияне. Французам надо поучиться у нас».  Накануне в Сент‑Этьене прошел матч сборных Марокко и Аргентины. Встреча прерывалась при счете 2:2 на два часа из‑за беспорядков на трибунах.",м м: мя наши спортcmen» дят! v,
