doc_text,image2text,speech2text
"ПРО ФАКАП  Я всегда стараюсь быть профессиональной. В моем представлении ведущий должен быть очень выверен в своих эмоциях и возможно сдержаннее, чем в обычной жизни. Но я дала слабину.  Вчера, за 20 секунд до выхода в эфир, я расплакалась прямо перед камерой. Причиной стала трогательная песня Брендона Стоуна про отца, которая задела меня до глубины души.   Слезы текут. Ком в горле. Сердце усиленно бьется, а я пытаюсь собраться и сказать подводку к следующему артисту.  Кто-то может сказать, что это непрофессионально, что ведущий должен оставаться нейтральным и не подключаться к происходящему на сцене.   Но я скажу вам одно: я тоже человек.   Эти моменты напоминают нам, что мы все живые, что у нас есть чувства и эмоции. И иногда они проявляются в самых неожиданных ситуациях. 🥲",,
"Хотя, конечно, вот этот",atpi wта 02ч,легенда французского тенниса в том числе 14 побед на кортах ролан горос на кортах открытого чемпионата франции именно на тех кортах на которых будет проходить олимпийский турнир в который
Попросили милую женщину нас сфоткать))),,"Что-то у вас тут, по-моему, видео."
А это я с видом на перспективу 🤪,,
"Лучший момент открытия Олимпиады 🤘🤘🤘  https://t.me/rocknavigator/84  П Rock navigator👹 Ну, а пока я готовлю выпуск с новинками, легенды французской метал-сцены Gojira выступили на открытии олимпийских игр в Париже 2024!!! Даже на видео это смотрится масштабно и легендарно, сложно представить как это живьем) 🔗 https://t.me/rocknavigator/84",96,ДИНАМИЧНАЯ МУЗЫКА ДИНАМИЧНАЯ МУЗЫКА
"Match_TV https://t.me/Match_TV/94409    С такой поддержкой Женя точно поборется за медаль. Верим! 🤝  Кстати, Сомов еще заявился и на 50 метров вольным стилем. Подробнее читай у нас на сайте: https://clck.ru/3C9hVG  А за соревнованиями в парижском бассейне следи в паблике @water_match",мати florida 103 мама болеет за меня здесь. она прилетела из санкт-петербурга. она любит путешествовать евгений сомов,
Голосовое сообщение,,"Тюбсики мои золотые любимчики Нашел свой контент, который я снимал в 2016 году, 8 лет назад Если надо, закидываю Когда будет тысяча реакций на этом посте, закину вам видео Если не будет, все равно закину, чудес"
"sportsru_statistics https://t.me/sportsru_statistics/27031    Губерниев о церемонии открытия Олимпиады: «От тех, кто накидывает говно на вентилятор, я смеюсь. Французы здорово подготовились, молодцы»  Подробнее: https://smms.ac/eSqu",,
"Кто-то весь в заклепках, молния в цепях. Кто-то петушится в клетчатых штанах. Кто-то ходит в перьях, шокируя детей. Я ношу пиджак - не разжигаю нездоровых страстей.  Дело вкуса, дело вкуса, Пусть каждый выбирает по себе. Дело вкуса, дело вкуса, Пусть каждый выбирает по себе.  Кто-то любит танго, а кто-то брейк. Кто-то любит Пьеху, а кто-то White Snake. Кто-то любит самбо, а кто-то футбол.. Я ни с кем не спорю, просто, очень уважаю рок-н-ролл, рок-н-ролл!!!  Все о вкусах спорят, бегают, кричат. Утром открывают, днем закрыть хотят. Каждый в свою веру хочет обратить. Я ни с кем не спорю, я хочу по-своему жить. - Стихи Олега Газманова, между прочим…",,
2016 год. Аудиоминиатюра,,По вашему вниманию представляется аудиоминиатюра на армянскую свадебу пришли Астерикс и Обеликс Там гаулы!
"Здесь будет личный пост, да и звук оставлю оригинальным, чтобы вы могли прочувствовать этот вайб 🫶🏻  Летний концерт любимой певицы и ближайшей подруги, что может быть лучше! @alentievanasty  Удивительно, что за три года нашей дружбы, побывав почти на всех концертах в Москве и в Питере- в этот раз я впервые не рыдала все мероприятие🥲  Настя пишет такие тонкие и ранящие душу тексты, так проникновенно поет..да еще и эти песни были написаны параллельно не самому простому моему жизненному периоду, что каждый трек ассоциируется с моментами, с эмоциями, с тем как мы вместе это обсуждали , проживали . И каждый раз , каждый концерт я лила реки слез 💔  Но в этот раз было все иначе! Я танцевала, обнимала подружек, которые поддерживали меня в то непростое время, и я чувствовала себя легко и радостно, и даже , когда Ася пела мне прям в глаза песню «Звонок» (которая может расшибить любого) , я улыбалась и только лишь испытывала легкую грусть за все прожитые тяжёлые моменты и благодарность к себе, что я это все прошла и справилась . Я проделала огромный путь и работу над с собой.  И сейчас как будто взлетаю заново 🩷  Ты моя гордость, ты мой любимый друг . Спасибо за твое творчество @alentievanasty",11 музка 1110 ос,"Я тоже здесь. Я тоже здесь. Лапочка, сколько ж ты надевела? Моя лапочка. Однажды когда в дерьмо все случилось, Наголовку на лапок кашлю за свою. Стой, стой, все, что тебе ответит. Лапочка, сколько ж ты надевела? Моя лапочка. Отдыхни от дои моих патрулей, Я тебе так покажу, как ты умираешь. А че ты так быстро убежала со сцены? Да я сдолбалась."
🐺,,
😎☀️❤️,,
"🇫🇷 «Французы всё понимают». Колумнист «Совспорта» Дмитрий Губерниев – о повешенном вверх ногами флаге на ОИ. 💬 «Французы обращают внимание в том числе и на злобу, события сегодняшнего дня. Это же символично, не так ли? Они же всё понимают, в том числе и ту турбулентность, которая есть в международном олимпийском движении. Церемония показала, что французы отдают себе отчёт в том, что сейчас в международном олимпийском движении явно не всё в порядке. Они это очень чётко показали. Надо быть идиотом, чтобы это не прочитать», – сказал Губерниев корреспонденту «Совспорта» Денису Бабину.  👍 подписывайтесь на Советский спорт",roc w эксклюзив французы всё понимают губерниев ~ о повешенном вверх ногами флаге на играх,
ugolokintovert https://t.me/ugolokintovert/15    Люблю просыпаться рано утром и ненавидеть все подряд.Заряжает лучше чем чашка кофе,,
"Уважение Факелу! Сначала поздравили Хоя и только потом Губернатора.  Вот это - расстановка акцентов, близкая к народу!   Ровесники, кстати.  П ФК «Факел» Воронеж Сегодня исполнилось бы 60 лет Юрию Клинских, лидеру группы «Сектор Газа».  Юра, мы по-прежнему поём твой «Туман»! И мы продолжаем свой путь сквозь него!  @pfcfakel. 🔗 https://t.me/pfcfakel/14136",[11 14 [13 11 3] факелны с тобои через туман,
"Что может быть лучше чем, чем самарские раки☀️",,
"С каждый днем этого лета становится все жарче и жарче 🔥 Конечно, когда Керем Бюрсин попал на обложу L’Officiel, еще и таком виде🤪",lo ' (issue l г amtd 72 4 kerem bursin нот topics!,
Мы с подружками)),,
"Сегодня мы побывали в новоафонской сказке. В местной пещере. Обнаружил ее в 1961 году 16-летний юноша, а в 1975 пещеру открыли для посещения туристов. В демонстрационных залах сооружены пешеходные мосты, отводные каналы, подцветка. Но главными архитекторами здесь все равно являются не люди , а вода и время. Мы увидели диковинных великанов и чудищ,  каменный водопад, сталактиты и сталагмиты. Температура воздуха здесь примерно 12 градусов , влажность 98 процентов. Лучшее брать плед на входе или запастись курточкой.  А еще здесь дают концерты органной музыки. Акустика потрясающая. Пейзажи у Новоафонсокого монастыря тоже впечатляют. Воздух пропитан йодом, кругом треск цикад. Они лишь иногда замолкают, испугавшись раската грома далеко в горах. Роспись в храме хранит следы времени. Стены и святые образы потерты, но от того кажутся еще более глубокими. Мы завершили путешествие в Новом Афоне походом на водопад. Строительство ГЭС здесь начали в 1901 при русском царе, а закончили уже Советы в 1935 году. Завтра , Бог даст , поедем на озеро Рица.",ца i t ran к х ~,
My dear ✖️✖️✖️,5 1 53 cate ons,
Как выходные?),и,
Атанасов 😉  #хоккей #нхл #кхл,"[73 плиди итак, лучший по броску? (","Итак, лучший по броску? Овечькин Передач? Передач... Наверное, Радулов Физика? Тоже Радулов Тактическое мышление? Ткачев-Панарин Техника катания? Ого, сложно Коля Голдобин Силовой прием? Силовой прием Миша Сергачев Лучшая ягода или фрукт? Ягода Какая? Малина Почему? Потому что Потому что ягода малина Все правильно Как сезон в целом малины в этом году? Все в порядке, в раздевалке стоит малинка, голубика Все в порядке, все кушаем Спасибо большое, Василий Атанасов"
"Постоянно слышу: «Жень, а тебе не надоела твоя работа?» И я всегда этому удивляюсь. Какая работа? Я могу ворчать, что мне не нравится вставать по утрам, не нравится что-то ещё. Но это такое, от бабушки мне досталось.   На самом-то деле я самый счастливый человек! Я никогда не хотел быть журналистом, тем более еще ведущим. Даже представить этого не мог. Да и невозможным такое казалось. Парнишка из Кировского района Казани, который «зайцем» гонял на троллейбусе в школу и, в лучшем случае, раз в неделю мог купить сухарики за 5 рублей и журнал «Футбол».  Для меня «Футбол», конечно, был каким-то порталом в другой мир. Я заучивал все составы, будто это мои друзья, следил за всеми чемпионатами, по сто раз перечитывал все интервью. А еще аккуратно вырезал из журнала плакат с последней страницы и вешал на стену.  Став чуть старше, мне повезло, я познакомился с компанией которая «фоткалась» с футболистами. И для меня это был еще один культурный шок. Что? Можно сфотографироваться с теми, о ком пишут в «Футболе», с теми кого видишь на фото?   А однажды в Казань приехал «Интер». И мне повезло сфоткаться с Жозе Моуриньо.  Чудная история: команда заселилась в отель, а я с ребятами караулил их у ресторана. Нас через стекло увидели Мансини и мы как-то на пальцах «спросили» его, а когда все пойдут гулять. Он ответил, что через пару часов. Никто, конечно, никуда не вышел. Да и вряд ли вообще мы правильно поняли бразильца…  Зато, когда наша компания, расстроенная, решила идти домой, по лестнице, откуда-то сверху спустился Жозе Моуриньо. Он словно Санта из фильмов прокричал: хо-хо-хо (это не шутка, так было на самом деле) и обнял нас, как своих детей. Видимо, видел, что мы замерзли и понимал, ради кого это все.  С тех пор, уже по работе, я встречал всех, о ком и мечтать не мог в детстве. Роналдо лично помогал попасть на стадион, Роналду встречал в аэропорту, на Месси глядел во флэш-зоне и т.д. и т.п. Но таких эмоций, как после встречи с Жозе у меня не было никогда.",09 . 29 . 2,
"Закончилась моя чудесная поездка во Францию. Горжусь тем, как я её прожила. Было много приятных моментов, но были и острые. Все подробности и переживания, я не выкладываю в инстаграм. Предпочитаю, чтобы личное оставалось личным! Но я горжусь собой и тем как по новому  я проходила в этот раз старые уроки жизни. Например, я научилась говорить в тех ситуациях, где раньше предпочитала молчать и скрывать свои эмоции! Хвалю себя за это!  Предлагаю под этим постом каждому моему подписчику похвалить себя за что-то! Чаще всего мы себя критикуем, а вот хвалим редко!  Самое время начать!  За что на этой неделе вы можете себя похвалить?",,
Не часто в последнее время удается вот так полетать. Но в этом тоже свой кайф.,,"Yeah, I'ma let my kind Go, I'ma let my kind Got folks there carry some shit"
Настроение Ла Ла Ленд 💃🏻  👗@hedonism.moscow   #настроение #петьитанцевать #отпуск #солнце #платье,,
Настроение Евгений Сомов: суету навести охота 😂   https://t.me/panama_dm/712  П Панама тут | Дмитрий Милосердов Hustle in Paris 🔗 https://t.me/panama_dm/712,"российский пловец сомов ~ об олимпиаде-2024: «вчера ехал в бассейн с полицейскими ~ долетели за 3 минуты» вероника гибадиева 13 :33 9 ж российский пловец евгений сомов рассказал, что в пятницу был вынужден воспользоваться помощью полицейских, так как такси привезло его не к тому входу в олимпийский бассейн в париже. в субботу сомов вышел в полуфинал на дистанции 100 метров брассом на играх в париже, показав время 59,83 секунды. полуфиналы пройдут в субботу вечером. ~ вчера ездил с полицейскими, с мигалками. uber меня привез не ктому входу, идти было далеко, а там стояли полицейские, я попросил их подвезти. поехали на красный свет по встречке, долетели до основного входа за три минуты, ~ передает слова сомова корреспондент «матч тв»",
"who_is_Nastya https://t.me/who_is_Nastya/2163    Одна река была как белый день, Другая чёрная как ночь…",enry tale-need,
Тем временем моя авторская телега уверенно в тройке сильнейших!!! Компания мощная!!! Ухххх!!! 💪,10:42 nuil пул telegram ^ 51 142 подписчика 12 9607 авторские 1. маргарита симоньян 2. соловьёв 3. реальный губер 4. павел островский 5. захар прилепин 6. поддубный 7. мария захарова 8. ирина волк 9. неофициальный безсонов 10. анастасия кашеварова 11. андрей медведев 12. небожена 13. дмитрий медведев 14. kotsnews 15. валентина матвиенко 16. алёна бердова 17. лера кудрявцева 18. abbas djuma 19. доктор сосновский 20. zergulio 21. media малькевич 22. александр хинштейн 23. юрий баранчик 24. президент гордон 25. ляйсан утяшева 26. екатерина мизулина 27. не последние люди в городе 28. вячеслав володин 29. парфентьев клуб вкл. звук,
"https://t.me/water_match/2757 За Сомова!!! За Спорт!!! За Россию спортивную!!! ❤️  П Водный Матч! Евгений Сомов после прохода в полуфинал Олимпиады:  — Я кайфую вообще от всего. В принципе проплыл нормально, тем более что я не так давно вернулся к тренировкам.  🎙 — Финал по силам?  — Вполне.  🎙 — 50 метров кролем поплывете?  — Да. Готовлюсь плыть. Мне сказали, можно взять еще одну дистанцию, решил плыть, — передает слова Сомова корреспондент «Матч ТВ».  @water_match  📷 Матч ТВ 🔗 https://t.me/water_match/2757",992 7112021 paris 2021 paris !,
"Одна река была как белый день, Другая чёрная как ночь…",enry tale-need,
"Ну что? Как вам эфир? 🔥   Пишите свои впечатления или вопросы, если остались? Все ли понятно вам было? ⬇️",,
"Еще одна задачка!  Есть кот- белый, глаза голубые, умный, чистоплотный, ласковый, игривый, всеядный, кастрированный, на полки не лезет, но в шкафы любитель полежать на нижних полках, короче расхвалила.  Проблема - не выносит никаких других животных, ни мальчиков Котов, ни девочек кошек, агрессивно нападает, загоняет, шерсть выдирает.   Он у меня на передержке с мыслями оставить, но две старые кошки в шоке и в претензии. Нашли ему добрую хозяйку в деревне, но там 6!!! еще своих Котов и кошек.  Боюсь мой приедет, всем надает, его и вжих за порог.   Вдруг кто-то тут очень добрый и без животного дома….. Но я буду контролировать)   Не знаю, честно, что делать…",3133 « t 13 37 12 к « ^ 1 j *,
"https://t.me/lastoppo/5849 Ой, блин… 🤣🤣🤣🤣  П а вот мой яндекс кошелек телеграм каналы такие:   хорошо, что у нас не показывают игры, а то там было такое, и ещё такое, и вот ещё какое было, смотрите. ещё вот видосик, ужас какой, и вот ещё, ну вы только полюбуйтесь, вот ещё кусочек. слава богу, мы этого не увидели 🔗 https://t.me/lastoppo/5849",,
"lastoppo https://t.me/lastoppo/5849    телеграм каналы такие:   хорошо, что у нас не показывают игры, а то там было такое, и ещё такое, и вот ещё какое было, смотрите. ещё вот видосик, ужас какой, и вот ещё, ну вы только полюбуйтесь, вот ещё кусочек. слава богу, мы этого не увидели",,
"Друзья, обращаюсь к умным и добрым, а не ко всяким мудакам!!! Я вот не выложил ни одного фрагмента открытия, но в комментах их усиленно присылают оголтело-квасные… Сами смотрят, кайфуют, пишут, огрызаются, проклинают!!! Блин, это же классно!!! Движуха ядреная!!! 😜 Говноеды- фас, нормальным людям-поклон, уважение и моя большая симпатия!!! Обнимаю вас, дорогие мои!!! ❤️🇷🇺",,
Ку-ку ля ля,? 9 m al . m,
Это я в Магнитогорск полетел на проводы к Сергею Мозякину! От Макса Шмакова не спрятаться даже в аэропорту!),,
"Я регистрировалась на рейс в Берлинском аэропорту. Здесь все автоматизировано из-за чего я лишилась человеческого общения с утра.  В итоге я сама себя зарегистрировала, сама сдала свой багаж. Но, чтобы было не так одиноко, пока я все это делала, я нахамила себе дважды, потом ушла поговорить с коллегой, потом услышала: можно побыстрее?! (От себя). Короче, хоть технический прогресс и пытался лишить меня кайфа, я смогла спасти свой день.",,
Как же сильно я его люблю🩷🩷🩷,,
Настроение смотреть фильмы Андрея Тарковского,4 1,
"Начали новый проект в Москве. Он секретный, нельзя показывать ни костюмы, ни макияж, так что притворитесь, что вы ничего не видели.   Кстати, у вас есть мысли, зачем эта секретность?  Мне всегда это странно. Новые проекты тем и вызывают интерес, что о них публикуется какая-то информация: актерский состав, сюжет, принадлежность к каналу/режиссеру. (Об интересу к продолжению известных проектов говорить не приходится)  А если продюсеры ставят клеймо секретност , запрещают постить фото со сьемок и разглашать каст, я каждый раз удивляюсь - зачем. Можно представить, что они ждут официального релиза новости , чтоб все чинно-мирно с красивыми фото на зеркалку. Но чем блльдше инфо закадровой, тем интереснее зрителю, разве нет ?",,
Сижу жду вас на Матч тв в 12.55 и 16.00❤️,,
Еще послушаете по радио меня попозже 😊,51 107 & 9 город екатеринбург,
"Удивляет, когда люди помещают в центр Олимпиады эпизоды из церемонии открытия. Да вообще по барабану, что там было и как. Гораздо важнее, что сегодня в гимнастике у мужиков квалификация. И там наши Даниел Маринов и Никита Нагорный могли бы выйти и схлестнуться с лучшим гимнастом мира - Дайки Хасимото. И я даже не представляю, в какой форме сейчас мог бы быть Никитос, после той своей бронзы Токио. Не понятно, как бы Даня вел себя на первом международном старте в жизни. Но заруба точно была бы невероятная.  Вот это для меня Олимпиада, а не бородатые женщины с открытия.",,
Доброе утро☀️,настя веневитина женщина- кошка я еду наверное тоже вовремя 12 :49 бомжи высмеяли мое платье 12: 52 я наверное не приеду 12 :52,
"«Очаровательнейшая и солиднейшая дама, – шептал Коровьев, – рекомендую вам: госпожа Тофана, была чрезвычайно популярна среди молодых очаровательных неаполитанок, а также жительниц Палермо…», ©️ «Бал у сатаны» М и М, Булгаков  Это 👆🏻 первое , что пришло в голову во время церемонии открытия Игр в Париже. Точнее, отдельных ее эпизодов. Возможно, здесь и нет ничего необычного (для кого-то), и барышня справа просто забыла утром побриться. Но меня всю дорогу не покидало ощущение какой-то чертовщины этого скромного мероприятия Воланда. А вам как парижские «страсти»?",,
"Отдыхаем красиво.  Екатеринбург встретил шквальными не прекращающимися дождями и какими-то нереальными для июля двенадцатью градусами тепла. А концерт, наоборот, прошел тепло.  Едем дальше.","ельцин центр прорипостскийном burre нате о каждый име право на 07\"" л",
"https://t.me/zanindima/401 Занин молодчик!!! Зрит в корень, но квасные упертые как пни горелые…  П zanindima Удивляет, когда люди помещают в центр Олимпиады эпизоды из церемонии открытия. Да вообще по барабану, что там было и как. Гораздо важнее, что сегодня в гимнастике у мужиков квалификация. И там наши Даниел Маринов и Никита Нагорный могли бы выйти и схлестнуться с лучшим гимнастом мира - Дайки Хасимото. И я даже не представляю, в какой форме сейчас мог бы быть Никитос, после той своей бронзы Токио. Не понятно, как бы Даня вел себя на первом международном старте в жизни. Но заруба точно была бы невероятная.  Вот это для меня Олимпиада, а не бородатые женщины с открытия. 🔗 https://t.me/zanindima/401",,
"С чувством безблевотного достоинства, прошёл пилотаж на скорости 700 км/ч, бочки, петля, боевой разворот, два перегруза и потемнение в глазах!  Реактивный самолет Л-29 Delfin.",и,Продолжение в 3 части
Отмечай большеротого друга🤣🖤,760 к,
❤️🫰,,
Злостно нарушаем пространственно-временной континуум 🙄💫🛤️ #матчтв #назадвбудущее #backtothefuture #пляшимозгляк,"миче голос конкурс комментаторов мани гол~ конкурс комментаторов ! голос о комментаторов м au! голос конкурс комментаторов матчу голос] конкурс комментаторов мачино $ томорс комментаторов магиеня + питерс томметиторов mall! голос] конкурс комментаторов матч голос $ конкурс комментаторов мячу голос] конкурс комментаторов мет ! голос $ онорс томненигорое 73 mot ; голос] {омментаторов мин конкурс коммент магу голос $ гонорс комнентаторов м голос конкурс комментаторов nar rong ! петстного qв маю конкурс kon nate колос $ пони с томненногов 13$ матчи голос конкурс комментаторов элос] нтаторов мач [олос $ тонит с комнепиторов nareng } rever *grays* sports almanac 2024~ 2050 матчи голос онкурс комментаторов ма чи голос $ 01\"" магу голос $ контурс томментиторов w foot матчи голос конкурс комментаторов комме мягчилос * полосстоммолторов мач: голос конкурс комментаторов 7 tos ? мич голос $ конкурс комиститоров мц конкурс комме 3$ , олос с комментаторов мичок норого степоров матчу голос конкурс комментаторов манчи голос $ конкурс комментаторов 4 word. мичирос почкус коммотапоров матч голос конкурс комментаторов м конкурском} мачится $ отоло комузлиогов мачуголось$ yon?с уоументоров голос мментаторов 2160 $ 160: маниголос конкурс комментаторов w олос yonoic комменно?02 w yonкурс коммей w rous $ vomor с комменного? манчи ' голо конку {",
