doc_text,image2text,speech2text
"https://t.me/rusbrief/249617 Еще более сильное решение!!! Прорыв!!! Международные связи работают!!! Запчасти будут…Нигерия, спасибо!!!  П BRIEF ⚡️Российские производители автомобильных запчастей могут в 2025 году приступить к сборке своей продукции в Нигерии — Известия. 🔗 https://t.me/rusbrief/249617",,
https://t.me/tass_agency/260632 Сильное решение!!! Теперь заживем!!! Долго ждали!!! Спасибо!!! Но как быть с грушами???  П ТАСС Россия и КНДР договорились о начале поставок яблок на российский рынок. Об этом ТАСС рассказали в пресс-службе Россельхознадзора. 🔗 https://t.me/tass_agency/260632,,
"На этих выходных многие центральные улицы Москвы стали пешеходными в рамках проекта «Ешь. Гуляй. Дыши». Здесь очень много активностей, а рестораны предлагают еду и прохладительные напитки. Не обошлось и без  развлекательной программы с викторинами, а вечером атмосферу наполняет диджей сет, который звучит до поздней ночи.  Также на фестивале есть множество спортивных игр: стритбол, футбол, бадминтон, настольный теннис, аэрохоккей. Ну а я решил попробовать себя в Петанк.  Давайте проведем это лето незабываемо. Еще больше информации о всех мероприятиях в группе «Лето в Москве».",bork 1,
"После покушения на Трампа сразу в интернете появилось куча различных мемов на эту тему. Эта картинка, на мой взгляд, самая веселая",байден против лестница трамп против п у л я,
"infomoscow24 https://t.me/infomoscow24/65845    Мурашки по коже от этих кадров. На съёмках фильма «Мой любимый чемпион» (вышел в 2024 году) лошадь весом 600 кг во время трюка переворачивается и падает всем телом на шею.  Спортсменка Эвелина Василюк утверждает, что ради эффектного кадра создатели картины связали ноги лошади длинной веревкой. Двое мужчин на заднем плане натянули её в момент прыжка, из-за чего животное не смогло оттолкнуться от земли. В итоге лошадь упала, да и сами киношники тоже не удержались на ногах. На это просто больно смотреть.  По информации Василюк, после падения животное до сих пор хромает, всадница также заработала проблемы со здоровьем. В адрес Федерации конного спорта России и Минкульта уже появилась петиция о запрете на показ фильма.   «Позволить так издеваться над лошадью на всю страну, в мире где уже существует ИИ, и каскадеры по сути вообще уже не нужны, эти люди не просто не борются с жестоким обращением и защищают права лошадей, эти люди спонсируют издевательства над лошадьми», — возмутилась зоозащитница Елена Овсиенко.   Фильм был снят при поддержке ФКСР, но как федерация допустила такое отношение к лошади на съёмках, остается загадкой, отметила Василюк.  🆗 Подписаться на Москва 24",,"Браво, братцы!"
"А вот такой вопрос… Есть тут люди, которые считают, что наших олимпийцев в Париже будут всячески унижать и третировать?? Хочется понять…",,
"hockey_match https://t.me/hockey_match/21302    ❗️ Официально! КХЛ стала независимой   Лига остается в системе российского хоккея и получила независимость от ИИХФ и ФХР. Чемпионаты КХЛ и МХЛ сохранят статус официальных соревнований.  ☑️ Для перехода в КХЛ больше не нужна трансферная карта. При этом Лига не будет регистрировать новые контракты хоккеистов, имеющих действующие соглашения с другими клубами или невыполненные обязательств  ☑️ Комнату видеопросмотров ФХР заменит центр видеоанализа   ☑️  Лига будет самостоятельно заниматься аккредитацией агентов  ☑️ КХЛ сохранит паузу на декабрьский турнир сборной + когда сборную России вернут на международные соревнования, будет отпускать игроков на ОИ и ЧМ  @hockey_match",4: к хх кхл к л х ( х кхл стала независимой i от иихф и фхр к,
"Я тут прочла в СМИ, что в нашей стране откроется сервис по заключению брака по биометрии, без подачи документов в ЗАГС.  Это означает, что теперь можно заключить брак без штампа в паспорте. Например, в январе 2024 одна молодая пара скрепили союз при помощи планшета и данных, предоставленных Центру биометрических технологий. Похоже, будущее уже наступило.    Как вам такая инициатива?",,
"newsregions https://t.me/newsregions/40735    🍏 В московском метрополитене начали тестировать сервис по выдаче зонтов в аренду «Зонтбери»  Аренда аксессуара обойдется в 250 рублей за сутки. Есть почасовой тариф (50 рублей) и поминутный (10 рублей). Зонт можно получить, оставив залог в 500 рублей, который будет возвращен при сдаче зонта.",это зон,
"🇷🇺🇷🇺🇷🇺 «Замыкаться в себе – не выход». Колумнист «Советского спорта» Дмитрий Губерниев прокомментировал рекордные показатели телеаудитории ЧМ-2024 по биатлону в нескольких странах.  💬 «Значит, мы не такие топовые спортсмены, вот и всё. Давайте мы в этом признаемся. Больше того, аудитория даже и у лыж выросла, то есть отряд не заметил потери бойца. Это, на самом деле, грустно и в определённом смысле — наша боль. Значит, мы были не настолько заметными и яркими. Даже я не говорю про футбол, посмотрите на прошедший чемпионат мира по хоккею. Мы говорим, что мы великая хоккейная держава, а все остальные уже забыли об этом. Поэтому я и ратовал за поездку на Олимпийские игры, замыкаться в се",дмитрий губерниев: эксклюзив замыкаться в себе ~ не выход,
"Мои Волшебные💫, а я уже в Москве, на очень, действительно ОЧЕНЬ важном событии.  В Торгово-промышленной палате Российской Федерации, на заседании по регулированию инфобизнеса и блогосферы.  Заседание стало важным шагом в разработке эффективного регулирования инфобизнеса, учитывающего интересы всех участников рынка.  Я рад и горд стать частью этого глобального процесса🙏🏻","совет терф по финансово-промышленной и инвестиционной политике комиссия по развитию креативных индустрий рабочая группа по регулированию инфобизнеса «инфобизнес как отдельный сегмент экономики, требующий особого регулирования» в июля 2024 г. начало: 14:00, к. 324, 3-й этаж в тпп рф состоялось заседание по регулированию инфобизнеса и блогосферы. ильинка, 6 - тпп, правление",
"Мои Волшебные💫, а я уже в Москве, на очень, действительно ОЧЕНЬ важном событии.  В Торгово-промышленной палате Российской Федерации, на заседании по регулированию инфобизнеса и блогосферы.  Заседание стало важным шагом в разработке эффективного регулирования инфобизнеса, учитывающего интересы всех участников рынка.  Я рад и горд стать частью этого глобального процесса🙏🏻","рбк компании poo «союз пиарщиков» а июля 2024 в тпп рф состоится заседание по регулированию инфобизнеса торгово-промышленная палата рф обсудит регулирование инфобизнеса. цель заседания ~ обсуждение актуальных проблем и возможностей регулирования сферы я рад и горд стать частью этого глобального процесса о ильинка, 6: тпп, правление","требуется дополнительная республика, дополнительная конституция, которая требует дополнительного финансирования. Вот это ж нам желает."
"Прочла интересную для нас с вами новость — число россиян с психическими расстройствами достигло 10-летнего максимума.  Скажу больше, Минздрав  зафиксировал наибольшее количество заболеваний в Карелии, Алтайском крае и Архангельской области. А общее количество людей с диагнозами достигло 4 миллионов человек. К числу самых популярных заболеваний относится депрессия и тревожные расстройства.   Не мудрено, мы с вами живем в век огромного информационного потока, который можно сказать ежесекундно снабжает нас новостями, не всегда хорошими, вот и результат. Не устану повторять, что проходить терапию стоит каждому, дабы не довести до серьезных последствий.  Скажите, вы сейчас в терапии?",,
⚡️ Срочно.  Изменения в правилах перед полуфиналами и финалом Евро.  @akulininmatch,"12 10 2 3 8 5 игра рукой, пенальти, но можно легко объяснить, почему нет игра рукой, пенальти, хотя можно объяснить, почему нет, но сложно игра рукой, пенальти, и только роберто розетти может объяснить, почему нет",
"tikandelaki https://t.me/tikandelaki/18510    Мы находимся на связи с пострадавшей и всячески поддерживаем коллегу, с которой произошло ужасное. Все наши мысли – с ней.   Насильники будут наказаны по всей строгости закона. Справедливость восторжествует. Приложим для этого все наши усилия.  П Baza Сотрудница «Матч ТВ» заявила о том, что её изнасиловали рядом с телецентром «Останкино». По подозрению в преступлении задержаны трое мужчин.  По данным «Базы», нападение на девушку произошло в ночь на 6 июля, когда она возвращалась с работы. По предварительной информации, несколько мужчин напали на девушку около 2:30 ночи, когда она вышла из телецентра и проходила мимо Останкинского пруда.  Спустя 40 минут один из подозреваемых был задержан. Им оказался 24-летний Мухриддин, который приехал в Москву на заработки из Узбекистана. Вскоре рядом со станцией метро «ВДНХ» сотрудники полиции задержали ещё двоих его соотечественников: 25-летнего Бунеда и 22-летнего Жавохира.  Все они были доставлены в отдел. Сейчас следователи возбудили уголовное дело по статье «изнасилование, совершённое группой лиц». Подозреваемым может грозить до 10 лет лишения свободы.  Канал в курсе инцидента, однако не считаем возможным раскрывать подробности произошедшего. Делом занимаются правоохранительные органы, которым мы, безусловно, при необходимости окажем содействие. Также мы на связи с пострадавшей и оказываем ей всестороннюю и необходимую поддержку  — сообщили в «Матч ТВ».  ❗️ Подписывайтесь, это Baza 🔗 https://t.me/bazabazon/29260",,
"tikandelaki https://t.me/tikandelaki/18510    Мы находимся на связи с пострадавшей и всячески поддерживаем коллегу, с которой произошло ужасное. Все наши мысли – с ней.   Насильники будут наказаны по всей строгости закона. Справедливость восторжествует. Приложим для этого все наши усилия.  П Baza Сотрудница «Матч ТВ» заявила о том, что её изнасиловали рядом с телецентром «Останкино». По подозрению в преступлении задержаны трое мужчин.  По данным «Базы», нападение на девушку произошло в ночь на 6 июля, когда она возвращалась с работы. По предварительной информации, несколько мужчин напали на девушку около 2:30 ночи, когда она вышла из телецентра и проходила мимо Останкинского пруда.  Спустя 40 минут один из подозреваемых был задержан. Им оказался 24-летний Мухриддин, который приехал в Москву на заработки из Узбекистана. Вскоре рядом со станцией метро «ВДНХ» сотрудники полиции задержали ещё двоих его соотечественников: 25-летнего Бунеда и 22-летнего Жавохира.  Все они были доставлены в отдел. Сейчас следователи возбудили уголовное дело по статье «изнасилование, совершённое группой лиц». Подозреваемым может грозить до 10 лет лишения свободы.  Канал в курсе инцидента, однако не считаем возможным раскрывать подробности произошедшего. Делом занимаются правоохранительные органы, которым мы, безусловно, при необходимости окажем содействие. Также мы на связи с пострадавшей и оказываем ей всестороннюю и необходимую поддержку  — сообщили в «Матч ТВ».  ❗️ Подписывайтесь, это Baza 🔗 https://t.me/bazabazon/29260",,
"Как это ни печально, но близится к завершению Международная выставка-форум «Россия» — её можно посетить до 8 июля включительно, но зато открывается Национальный центр «Россия», чтобы сохранить наследие этого масштабного мероприятия! Я был на выставке много раз и приехал сюда сегодня вновь, потому что каждый раз выставка радовала новыми событиями — здесь проходили массовые зарядки, выступали известные люди, а в январе здесь стартовал Год семьи в России. Выставка вошла в топ-10 посещаемых мест на планете! Если вы ещё ни разу не были тут, то поскорее отправляйтесь сюда на выходных, чтобы у вас остались приятные впечатления, которые вы запомните на всю жизнь!",талля,друзья всем привет я приехал на закрытие выставки россия мы всей семьей сюда очень часто приезжали поэтому я обязан был здесь быть давайте покажу как здесь круто мамушка не мощай не валяй не дергай не не мертвый ребенок я не мертвый я ору и тебя дурочка зовет ай матушка ты малява белая берет меня белая зеленая зеленая зеленая сколько мне еще годочков у кукушки подбросать про любовь твою девичью на ромашке погадать
"❗️ Дмитрий Губерниев для Матч ТВ: «МОК – рабы методички. Пытаются продолжать нас стирать, но хрен сотрут!»  Ранее пресс‑служба ФСБР сообщила, что российские борцы, получившие приглашение от МОК, отказались выступить на летних Играх‑2024 в Париже.  «Решение очень тяжелое. Я понимаю и дзюдоистов, и борцов в данной ситуации. Вектор меняется, мы надеялись, что поедут лидеры, но этого не происходит. Я от своей позиции не отказываюсь. Понимаю дзюдоистов и борцов в том смысле, что они пытались до самого последнего момента завоевывать лицензии и завоевали их.   Дальше – дело международных федераций. Они так решили, я их решение уважаю. Но искренне буду болеть за тех, кто поедет на Олимпиаду от Росси",м м: мя наши спортcmen» дят! v,
"news_matchtv https://t.me/news_matchtv/55189    ❗️ Дмитрий Губерниев для Матч ТВ: «МОК – рабы методички. Пытаются продолжать нас стирать, но хрен сотрут!»  Ранее пресс‑служба ФСБР сообщила, что российские борцы, получившие приглашение от МОК, отказались выступить на летних Играх‑2024 в Париже.  «Решение очень тяжелое. Я понимаю и дзюдоистов, и борцов в данной ситуации. Вектор меняется, мы надеялись, что поедут лидеры, но этого не происходит. Я от своей позиции не отказываюсь. Понимаю дзюдоистов и борцов в том смысле, что они пытались до самого последнего момента завоевывать лицензии и завоевали их.   Дальше – дело международных федераций. Они так решили, я их решение уважаю. Но искренне буду болеть за тех, кто поедет на Олимпиаду от России.  При этом я считаю, что МОК с учетом этих недопусков совершает одну большую ошибку. Когда вы под такой лупой просматриваете российский спорт… Вот если бы чуть‑чуть посмотреть по‑другому, может быть, с дзюдоистами и борцами была другая ситуация.   Видимо, они рабы методички. Пытаются продолжать нас стирать. Но хрен сотрут! Мы все равно останемся открытыми миру, как на Дне московского спорта – общаемся с американцем, французом, говорим на разных языках. Спорт в стране продолжается, хоть нам и очень сложно»  @news_matchtv  📷 Денис Гладков/Матч ТВ",м м: мя наши спортcmen» дят! v :,
"bloggers_mama https://t.me/bloggers_mama/6213    В Иллинойсе вступает в силу новый закон, обязывающий родителей-инфлюэнсеров компенсировать детям их участие в монетизированных видео. Это первый закон в США, который финансово защищает несовершеннолетних, которых снимают в соцсетях. В Вашингтоне рассматривают аналогичный. Инициативу сравнивают с калифорнийским законом Кугана, названным по имени мальчика-актера, чьи огромные доходы растратили нерасторопные родители.   Сегодня у детей есть огромные возможности начать хорошо зарабатывать онлайн с первых лет жизни, чем пользуются взрослые. Проблема в том, что доля родителей, откровенно эксплуатирующих своих детей, быстро растёт. Закон поможет немного восстановить справедливость (но не детскую психику).   Также, обсуждается закон, который будет давать возможность таким повзрослевшим детям удалять контент с собой из соцсетей. Сложная, но хорошая инициатива, вселяющая надежду.",,
"Обыкновенный придурок  https://t.me/pervsport/22223  П Первый спорт ⚡️ Демираль дисквалифицирован на два матча – до финала Евро-2024 – за демонстрацию жеста, связанного с ультраправым турецким движением: после матча 1/8 финала с Австрией защитник сборной Турции поприветствовал своих болельщиков «волчьим салютом», который запрещён в нескольких странах Европы и ассоциируется с идеологией турецкого национализма — Bild 🔗 https://t.me/pervsport/22223",3,
"Не пытаюсь оправдать Демирала. Он 100% не прав. Политику в футбол тащить не нужно. А тем более - сомнительные политические объединения.   Но тот же месседж можно адресовать и УЕФА. Это же на их матчах игроки вставали на одно колено. А те, кто не хотел, потом подвергались обструкции. А еще на матчах прошлого Евро вывозили мяч на игрушечном авто радужной расцветки.   То есть политическим лозунгам на турнирах УЕФА не место. Но если лозунги правильные - то можно обсудить.  А еще на матче Португалия - Словения стюарды избили человека. Не слышал ни одного заявления УЕФА по этому поводу. Не говоря уже о расследовании. Желательно - таком же быстром, как в случае с делом Демираля.  ПС. УЕФА действия стюардов все-таки осудил. Делом занимается полиция.  https://t.me/pervsport/22223  П Первый спорт ⚡️ Демираль дисквалифицирован на два матча – до финала Евро-2024 – за демонстрацию жеста, связанного с ультраправым турецким движением: после матча 1/8 финала с Австрией защитник сборной Турции поприветствовал своих болельщиков «волчьим салютом», который запрещён в нескольких странах Европы и ассоциируется с идеологией турецкого национализма — Bild 🔗 https://t.me/pervsport/22223",3,
"Демирал - тот еще интеллектуал, конечно, получил по заслугам, но ждать и тем более требовать от УЕФА какой-то последовательности и адекватности в деле политических вопросов…  Ребят, комон, вспомните хотя бы про культуры отмены, которая благополучно работает в одну сторону, но не работает в другую.  «Все животные равны», ага.",,
